Row,Unit,Module,Question,Explanation,Problem Name,Step Name,Input,Input Length,Average Input Length
66221,_u830_metabolism,_m3_pathways_and_regulation,"Bill, an overweight man in his twenties, goes on a very low calorie diet. He is determined to lose weight and keep it off. Within a few days, Bill has already lost four pounds! How or why was Bill able to lose those first few pounds so quickly?",Most of the weight lost was probably water weight. Bill catabolized his glycogen and the resulting water was excreted in the urine.,_m3_low_cal_diet_LBD,_m3_low_cal_diet_LBDq1_A UpdateShortAnswer,Most of the weight was water,6,17.25
85279,_u830_metabolism,_m3_pathways_and_regulation,"Bill, an overweight man in his twenties, goes on a very low calorie diet. He is determined to lose weight and keep it off. Within a few days, Bill has already lost four pounds! How or why was Bill able to lose those first few pounds so quickly?",Most of the weight lost was probably water weight. Bill catabolized his glycogen and the resulting water was excreted in the urine.,_m3_low_cal_diet_LBD,_m3_low_cal_diet_LBDq1_A UpdateShortAnswer,He burned more than he consumeed.,6,17.25
17460,_u830_metabolism,_m3_pathways_and_regulation,"Bill, an overweight man in his twenties, goes on a very low calorie diet. He is determined to lose weight and keep it off. Within a few days, Bill has already lost four pounds! How or why was Bill able to lose those first few pounds so quickly?",Most of the weight lost was probably water weight. Bill catabolized his glycogen and the resulting water was excreted in the urine.,_m3_low_cal_diet_LBD,_m3_low_cal_diet_LBDq1_A UpdateShortAnswer,because he had a calorie deficit,6,17.25
48408,_u830_metabolism,_m3_pathways_and_regulation,"Bill, an overweight man in his twenties, goes on a very low calorie diet. He is determined to lose weight and keep it off. Within a few days, Bill has already lost four pounds! How or why was Bill able to lose those first few pounds so quickly?",Most of the weight lost was probably water weight. Bill catabolized his glycogen and the resulting water was excreted in the urine.,_m3_low_cal_diet_LBD,_m3_low_cal_diet_LBDq1_A UpdateShortAnswer,He lost his water weight.,5,17.25
49389,_u830_metabolism,_m3_pathways_and_regulation,"Bill, an overweight man in his twenties, goes on a very low calorie diet. He is determined to lose weight and keep it off. Within a few days, Bill has already lost four pounds! How or why was Bill able to lose those first few pounds so quickly?",Most of the weight lost was probably water weight. Bill catabolized his glycogen and the resulting water was excreted in the urine.,_m3_low_cal_diet_LBD,_m3_low_cal_diet_LBDq1_A UpdateShortAnswer,His body was water weight.,5,17.25
44310,_u830_metabolism,_m3_pathways_and_regulation,"Bill, an overweight man in his twenties, goes on a very low calorie diet. He is determined to lose weight and keep it off. Within a few days, Bill has already lost four pounds! How or why was Bill able to lose those first few pounds so quickly?",Most of the weight lost was probably water weight. Bill catabolized his glycogen and the resulting water was excreted in the urine.,_m3_low_cal_diet_LBD,_m3_low_cal_diet_LBDq1_A UpdateShortAnswer,b n,2,17.25
15009,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,"Salt or sugar, whether in solid or aqueous form attempts to reach equilibrium with the salt or sugar content of the food product with which it is in contact. This has the effect of drawing the available water from within the food outside and inserting salt or sugar molecules into the food interior. Which causes a reduction of the product water activity, a measure of free water molecules in the food that is necessary to keep mold from foods.",79,16.733333333333334
70646,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",57,16.733333333333334
32777,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,"This causes the cell to shrivel. because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivel. This kills the cell and retards mold growth.",36,16.733333333333334
79459,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,"Protons, although charged, can leak back through the membrane. In addition, negatively charged molecules in the lumen can become protonated and shuttle the protons across the membrane in their neutral form.",31,16.733333333333334
64282,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,"because the cells contain less water, due to the hypertonic solutions, this causes the membrane to tear as it shrivels. Killing the cells and not allowing mold growth",28,16.733333333333334
45839,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,when foods are placed in a concentrated sugar solution water is drawn out of the cells of foods and microorganisms so that microorganisms can no longer survive.,27,16.733333333333334
86901,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because sugared foods and salty foods are also bad if too much in the body so two bad things come coming to one is just bad,26,16.733333333333334
2845,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,"salt and sugar are solutes , high concentrated solute concentrations causes water to flow out of the cell which causes the cell to get smaller .",26,16.733333333333334
58687,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,They have a higher concentration of solute on the outside of the cell so the water moves out causing the cell to shrivel and tear,25,16.733333333333334
73656,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Really salty and sugary foods are don't usually have mold because they are solutes that have high concentrations on the outside of the cell.,24,16.733333333333334
29914,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,salted and sugared food are less susceptible to mold because they're high solute concentrations that kills the cells that produce mold growth.,22,16.733333333333334
19199,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Heavily salted or sugared foods are less susceptible to mold because they are hypertonic. Which means that they excrete from the cytoplasm.,22,16.733333333333334
10575,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,The particles that make up salt and sugared food have preservation qualities. Due to the osmosis of water molecules with the substances.,22,16.733333333333334
789,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Salted or sugared foods creates a higher concentration outside of the cell. This makes water exit and the cell shrivels up.,21,16.733333333333334
74345,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,salting foods draws water out and tying up the water within making it unavailable for chemical reactions to cause decay,20,16.733333333333334
73664,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,salts and sugars are solutes. high solute concentrations outside the cell (hypertonic solutions) cause water to flow over the cell.,20,16.733333333333334
96775,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,They are less susceptible to mold because they are solutes and cause water to flow out of the cell,19,16.733333333333334
23844,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,They are less susceptible to mold because of their hypertonic tendencies. This means that water would leave the cell.,19,16.733333333333334
48088,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Because the wall will keep the cells from bursting in hypotonic solutions like heavily salted or sugared foods.,18,16.733333333333334
17245,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because the water in them moves out so the mold can't grow without the water,15,16.733333333333334
53011,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Water is half way in and half way out of the salted or sugar foods,15,16.733333333333334
5627,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,heavily salted or sugared foods less susceptible to mold because it inhibit microbial growth,14,16.733333333333334
72232,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Heavily salted and sugared foods are less susceptible to mold because they are solutes.,14,16.733333333333334
47321,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,the plasma membrane tears as it shrivels away from the cell wall.,12,16.733333333333334
137799,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,the amount of solutel present too them and has a high concentration,12,16.733333333333334
61517,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Salt slows down the process of mold growth because they are solutes.,12,16.733333333333334
7715,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because of the higher concentration its harder and more rigid,10,16.733333333333334
106745,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Because plant cells are most sensitive to hypertonic solutions,9,16.733333333333334
39479,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Because it will break off since it is thinning,9,16.733333333333334
84825,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because the concentration of water is lower,7,16.733333333333334
109733,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,they will swelled up and can burst,7,16.733333333333334
76374,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Water is forced out of the cell,7,16.733333333333334
62272,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,There is less water outside cell.,6,16.733333333333334
117275,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because the solute concentration is higher,6,16.733333333333334
13492,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because salt and sugar desolve water.,6,16.733333333333334
65868,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Does not contain as much water.,6,16.733333333333334
49929,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Because they have higher phospholipid counts,6,16.733333333333334
56366,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Salts and sugars are both solutes,6,16.733333333333334
23160,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Water flows out of the cells.,6,16.733333333333334
48998,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,They are less susceptible to mold,6,16.733333333333334
38002,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Salts and sugars are solutes.,5,16.733333333333334
66495,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Salts and sugars are solutes,5,16.733333333333334
113785,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,because there ARE DEAD CELLS,5,16.733333333333334
43857,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,they are hyoertonic,3,16.733333333333334
54398,_u820_the_cell,_m2_cell_membranes,Why are heavily salted or sugared foods less susceptible to mold?,"Salts and sugars are solutes. High solute concentrations outside the cell (hypertonic solutions) cause water to flow out of the cell. This causes the cell to shrivel. Because mold cells (bacteria and fungi) have a cell wall, the hypertonic solution results in the plasma membrane tearing as it shrivels. This kills the cells and retards mold growth.",u2m3_membrane_osmosis_LBD,q1_A UpdateShortAnswer,Solute concentration,2,16.733333333333334
21252,_u810_BioChemistry,_m2_equilib_pH,Are buffers an unlimited guarantee that the pH of a solution will remain in a narrow range?,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution’s pH will start to change quickly if even more acid or base is added.",biochem_ph_why_buffers_submit_DIGT,q1_a1 UpdateShortAnswer,"If a base enters the blood, the H+ concentration will initially go down. But then carbonic acid will dissociate to replace the ‚Äúmissing‚Äù hydrogen ions. Thus the easily reversible reaction works to oppose any pH change in the blood. A buffered solution cannot absorb an unlimited amount of acid or base. As acid or base is added, any buffered solution will eventually reach a limit called the ‚Äúbuffering capacity.‚Äù",69,16.517241379310345
78870,_u810_BioChemistry,_m2_equilib_pH,Are buffers an unlimited guarantee that the pH of a solution will remain in a narrow range?,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution’s pH will start to change quickly if even more acid or base is added.",biochem_ph_why_buffers_submit_DIGT,q1_a1 UpdateShortAnswer,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution‚Äôs pH will start to change quickly if even more acid or base is added.",63,16.517241379310345
47555,_u810_BioChemistry,_m2_equilib_pH,Are buffers an unlimited guarantee that the pH of a solution will remain in a narrow range?,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution’s pH will start to change quickly if even more acid or base is added.",biochem_ph_why_buffers_submit_DIGT,q1_a1 UpdateShortAnswer,"No, buffers do not have an unlimited guarantee that the pH of a solution will remain in a narrow range. The buffered solution will eventually reach its ""buffering capacity"" where no additional hydrogen ions can be absorbed or produced.",39,16.517241379310345
73071,_u810_BioChemistry,_m2_equilib_pH,Are buffers an unlimited guarantee that the pH of a solution will remain in a narrow range?,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution’s pH will start to change quickly if even more acid or base is added.",biochem_ph_why_buffers_submit_DIGT,q1_a1 UpdateShortAnswer,"Buffers helps resist a change in Ph, so no they can only do so much to help it stay in a narrow range.",23,16.517241379310345
36021,_u810_BioChemistry,_m2_equilib_pH,Are buffers an unlimited guarantee that the pH of a solution will remain in a narrow range?,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution’s pH will start to change quickly if even more acid or base is added.",biochem_ph_why_buffers_submit_DIGT,q1_a1 UpdateShortAnswer,No buffers can only deal witha certain amount of adic and base. But wiht minor shifts they can keep an appropriate ph balance,23,16.517241379310345
